SSN,Longitude,Latitude,Country,Site,Cluster,Profile,Depth,Clay_8um,CORG,pH,Alox,Feox,Caex,MAT,MAP,PET,CIA,LandCover
icr072596,14.883505,-16.26941333,Angola,Mucope,1,1,Topsoil,22.6975,0.67,6.55,0.053154147,0.038402463,3.49,22.79999991,644,2242,91.57997201,Cropland
icr072597,14.883505,-16.26941333,Angola,Mucope,1,1,Subsoil,22.1765,0.37,6.77,0.066532826,0.043296922,2.5,22.79999991,644,2242,87.92409584,Cropland
icr072616,14.88468667,-16.24470833,Angola,Mucope,2,1,Topsoil,22.649,0.54,6.35,0.050412733,0.04003303,2.92,22.8416665,646,2244,82.38836752,Grassland
icr072637,14.88083,-16.21611333,Angola,Mucope,3,1,Subsoil,21.827,0.43,6.4,0.068799815,0.042692599,5.52,22.90416662,652,2246,87.82946085,Other
icr072656,14.87335667,-16.196175,Angola,Mucope,4,1,Topsoil,20.841,0.48,6.08,0.061483788,0.063480555,6.43,22.9375,654,2245,95.15408946,Grassland
icr072677,14.89980667,-16.26719667,Angola,Mucope,5,1,Subsoil,20.19,0.32,6.2,0.057252047,0.030419082,3.56,22.79999983,644,2243,85.69846443,Cropland
icr072696,14.90458833,-16.24029,Angola,Mucope,6,1,Topsoil,23.141,0.55,6.34,0.056084372,0.024477229,1.98,22.82916661,648,2244,87.75980644,Other
icr072716,14.89889,-16.225095,Angola,Mucope,7,1,Topsoil,17.657,0.39,6.5,0.068468901,0.025696584,1,22.83749994,652,2244,93.47436546,Grassland
icr072717,14.89889,-16.225095,Angola,Mucope,7,1,Subsoil,24.441,0.23,5.44,0.072802601,0.025283199,0.54,22.83749994,652,2244,95.45008691,Grassland
icr072737,14.89918167,-16.19894167,Angola,Mucope,8,1,Subsoil,23.541,0.49,6.26,0.084009818,0.079503955,3.29,22.86249987,656,2245,85.5686298,Other
icr072756,14.930115,-16.26354667,Angola,Mucope,9,1,Topsoil,20.266,0.46,5.81,0.077417099,0.025727584,0.82,22.82500021,648,2243,93.82855703,Other
icr072757,14.930115,-16.26354667,Angola,Mucope,9,1,Subsoil,24.953,0.31,4.98,0.102309005,0.033031658,0.65,22.82500021,648,2243,95.79738467,Other
icr072777,14.92850333,-16.24473333,Angola,Mucope,10,1,Subsoil,25.864,0.36,5.63,0.09847845,0.052772955,2.2,22.81250024,650,2248,90.33412536,Other
icr072797,14.93248,-16.21921167,Angola,Mucope,11,1,Subsoil,25.476,0.4,5.92,0.073785054,0.053352713,2.24,22.80833348,655,2249,89.14255285,Other
icr072816,14.92257333,-16.203565,Angola,Mucope,12,1,Topsoil,17.93,0.57,7.13,0.055677325,0.036831959,3.17,22.81666688,655,2244,82.69827917,Cropland
icr072817,14.92257333,-16.203565,Angola,Mucope,12,1,Subsoil,26.7685,0.39,7.34,0.067695754,0.045513059,3.17,22.81666688,655,2244,87.04686942,Cropland
icr072836,14.958435,-16.268775,Angola,Mucope,13,1,Topsoil,14.914,0.51,6.42,0.037656224,0.030625188,2.48,22.98750003,653,2254,77.10832873,Other
icr072837,14.958435,-16.268775,Angola,Mucope,13,1,Subsoil,19.4345,0.34,6.87,0.047091845,0.041117411,3.46,22.98750003,653,2254,81.57760701,Other
icr072857,14.94835667,-16.24256167,Angola,Mucope,14,1,Subsoil,27.106,0.21,9.92,0.034011854,0.0227536,3.78,22.86250007,653,2247,74.48093752,Other
icr072896,14.95128667,-16.20006,Angola,Mucope,16,1,Topsoil,17.42,0.43,6.05,0.041577318,0.021662391,1.24,22.90000006,660,2252,88.87828602,Other
icr072897,14.95128667,-16.20006,Angola,Mucope,16,1,Subsoil,20.1445,0.39,5.61,0.087264087,0.037338979,0.84,22.90000006,660,2252,90.17818094,Other
icr072948,15.87541167,-11.772835,Angola,Bimbe,1,2,Topsoil,32.475,1.81,4.83,0.292949308,0.185621407,0.24,19.03333342,1446,1721,99.35032895,Grassland
icr072968,15.87774167,-11.75044833,Angola,Bimbe,2,1,Topsoil,44.745,1.32,6.37,0.216497659,0.083892073,2.29,18.81666662,1466,1702,94.50157601,Other
icr072969,15.87774167,-11.75044833,Angola,Bimbe,2,1,Subsoil,62.337,0.97,5.47,0.147627981,0.101536178,0.92,18.81666662,1466,1702,97.30875426,Other
icr072989,15.88526667,-11.72324667,Angola,Bimbe,3,1,Subsoil,49.819,2.31,4.71,0.605242606,0.120391578,0.31,18.95833329,1430,1699,99.02270237,Other
icr073008,15.88675,-11.70413667,Angola,Bimbe,4,1,Topsoil,70.9495,0.65,5.29,0.354308606,0.239913817,0.38,19.17083331,1404,1700,99.29477111,Other
icr073049,15.904305,-11.75164667,Angola,Bimbe,6,1,Subsoil,40.035,0.79,5.58,0.331059935,0.132345979,0.92,18.92499995,1452,1711,97.69450272,Grassland
icr073068,15.90537,-11.72861167,Angola,Bimbe,7,1,Topsoil,41.944,1.12,5.24,0.154652699,0.098920921,0.95,19.01666657,1431,1701,96.88365838,Other
icr073069,15.90537,-11.72861167,Angola,Bimbe,7,1,Subsoil,40,1.02,5.23,0.217073494,0.117625557,0.9,19.01666657,1431,1701,97.02458544,Other
icr073148,15.92955167,-11.72815,Angola,Bimbe,11,1,Topsoil,44.8375,0.7,5.49,0.252790547,0.061683743,0.68,19.09166666,1424,1710,98.40961225,Cropland
icr073149,15.92955167,-11.72815,Angola,Bimbe,11,1,Subsoil,66.5185,0.6,5.43,0.413731977,0.087720649,0.77,19.09166666,1424,1710,99.03546938,Cropland
icr073168,15.92522667,-11.70322333,Angola,Bimbe,12,1,Topsoil,33.634,1.23,5.64,0.216021443,0.13726881,1.17,19.13333329,1412,1700,95.72839682,Other
icr073169,15.92522667,-11.70322333,Angola,Bimbe,12,1,Subsoil,41.3085,0.67,5.28,0.254049551,0.198680042,0.52,19.13333329,1412,1700,97.56569545,Other
icr073189,15.95362833,-11.77607833,Angola,Bimbe,13,1,Subsoil,15.506,1.63,5.13,0.459446635,0.036789363,0.09,19.1000001,1440,1724,99.32222301,Grassland
icr073208,15.95240333,-11.75424667,Angola,Bimbe,14,1,Topsoil,70.329,1.98,5.44,0.285274112,0.214710766,1.95,19.28333332,1403,1727,97.24284285,Cropland
icr073228,15.94343,-11.72477,Angola,Bimbe,15,1,Topsoil,60.4355,1.83,5.96,0.389299831,0.297442893,2.92,19.05833342,1431,1707,95.04641628,Cropland
icr073229,15.94343,-11.72477,Angola,Bimbe,15,1,Subsoil,70.0495,1.15,5.87,0.29306762,0.201211655,1.48,19.05833342,1431,1707,96.08578272,Cropland
icr073249,15.9523,-11.70006667,Angola,Bimbe,16,1,Subsoil,79.653,0.9,5.07,0.49990164,0.301760892,0.33,19.02083343,1433,1702,99.39856298,Other
icr073300,15.14388333,-12.35919,Angola,Luimbale,1,1,Topsoil,70.972,0.94,5.44,0.404382472,0.141497408,0.89,19.01249993,1424,1702,98.83201437,Grassland
icr073301,15.14388333,-12.35919,Angola,Luimbale,1,1,Subsoil,65.9785,1.5,5.49,0.329641955,0.128481155,1.23,19.01249993,1424,1702,98.46714446,Grassland
icr073320,15.14360333,-12.33987333,Angola,Luimbale,2,1,Topsoil,41.68,0.95,5.51,0.218525283,0.067680963,0.8,18.98333327,1426,1698,96.52621178,Other
icr073340,15.15200333,-12.31628333,Angola,Luimbale,3,1,Topsoil,36.425,1.82,5.39,0.220944787,0.072413603,2.04,19.11249991,1410,1697,86.53189387,Other
icr073361,15.14741667,-12.30484,Angola,Luimbale,4,2,Topsoil,59.6805,1.7,5.64,0.371569623,0.135893627,2.56,19.24166667,1392,1705,93.84405996,Other
icr073362,15.14741667,-12.30484,Angola,Luimbale,4,2,Subsoil,65.565,1.05,5.36,0.356951678,0.140203049,1.59,19.24166667,1392,1705,94.95502138,Other
icr073379,15.16175667,-12.3554,Angola,Luimbale,5,1,Topsoil,29.8485,0.98,5.19,0.15796515,0.165437615,0.24,18.64999998,1462,1690,94.12081003,Other
icr073380,15.16175667,-12.3554,Angola,Luimbale,5,1,Subsoil,26.918,0.46,4.99,0.173368801,0.111271845,0.14,18.64999998,1462,1690,95.03843804,Other
icr073399,15.17547833,-12.34284,Angola,Luimbale,6,1,Topsoil,59.893,1.76,5.55,0.332258134,0.093755933,1.72,18.79583335,1447,1692,98.67494649,Other
icr073420,15.17408167,-12.31856,Angola,Luimbale,7,1,Subsoil,54.7285,0.67,5.28,0.227607493,0.108419725,0.9,19.06249984,1417,1701,93.24872864,Grassland
icr073439,15.17505,-12.297935,Angola,Luimbale,8,1,Topsoil,51.342,1.05,5.42,0.192994145,0.056299792,1.02,19.35833335,1383,1708,97.4246966,Grassland
icr073440,15.17505,-12.297935,Angola,Luimbale,8,1,Subsoil,77.237,0.6,5.21,0.235418368,0.052014981,0.58,19.35833335,1383,1708,98.26009492,Grassland
icr073460,15.20264667,-12.349295,Angola,Luimbale,9,2,Subsoil,32.1965,0.92,4.86,0.209245669,0.105179201,0.24,18.81249992,1447,1690,96.08039827,Other
icr073479,15.19027833,-12.345895,Angola,Luimbale,10,1,Topsoil,84.546,0.73,5.16,0.342919811,0.112362419,0.64,18.78750006,1447,1692,98.67680374,Cropland
icr073500,15.2063,-12.31855667,Angola,Luimbale,11,1,Subsoil,60.696,1.18,5.61,0.271848413,0.083646495,0.76,18.96666662,1434,1701,98.88985656,Forest
icr073519,15.19546833,-12.295335,Angola,Luimbale,12,1,Topsoil,56.8555,1.05,5.58,0.204452577,0.074347418,1.41,19.18750004,1408,1708,95.44047662,Cropland
icr073520,15.19546833,-12.295335,Angola,Luimbale,12,1,Subsoil,72.085,0.68,5.24,0.227817601,0.083203979,1.05,19.18750004,1408,1708,96.73344654,Cropland
icr073539,15.21692167,-12.357305,Angola,Luimbale,13,1,Topsoil,45.5515,1.38,5.28,0.171660769,0.091781002,0.47,18.34166666,1501,1676,92.81214653,Other
icr073558,15.22182667,-12.32752333,Angola,Luimbale,14,1,Topsoil,60.9955,0.93,5.29,0.179081253,0.064500179,0.53,19.07083329,1429,1708,98.79875785,Other
icr073559,15.22182667,-12.32752333,Angola,Luimbale,14,1,Subsoil,74.727,0.5,5.14,0.25671335,0.084004949,0.22,19.07083329,1429,1708,99.16585177,Other
icr073578,15.21382333,-12.31476833,Angola,Luimbale,15,1,Topsoil,60.542,0.96,5.4,0.182441317,0.05669543,1.05,19.03749986,1427,1706,98.77774661,Other
icr073579,15.21382333,-12.31476833,Angola,Luimbale,15,1,Subsoil,82.823,0.58,5.1,0.230779424,0.060250125,0.51,19.03749986,1427,1706,99.31045567,Other
icr073989,29.4097,-18.142,Zimbabwe,Gambisa,1,2,Subsoil,72.112,0.68,6.77,0.064727649,0.111743492,2.7,21.66249998,716,2194,83.6093774,Cropland
icr074019,29.4155,-18.0948,Zimbabwe,Gambisa,3,1,Subsoil,63.62,0.61,5.45,0.046887902,0.104369972,0.24,21.43749992,724,2181,87.03859797,Other
icr074045,29.4347,-18.137,Zimbabwe,Gambisa,5,1,Topsoil,71.879,1.11,4.91,0.074880026,0.163461,0.64,21.68749992,714,2201,88.86865614,Other
icr074122,29.4551,-18.1381,Zimbabwe,Gambisa,9,1,Topsoil,71.895,1.07,6.03,0.106578184,0.290523235,4.98,21.79583343,713,2210,84.7177839,Other
icr074159,29.4588,-18.0962,Zimbabwe,Gambisa,11,1,Topsoil,49.786,0.83,6.51,0.073784004,0.165771597,3.83,21.70416677,722,2215,82.96456113,Other
icr074194,29.4801,-18.1315,Zimbabwe,Gambisa,13,2,Subsoil,59.628,0.7,4.81,0.103785199,0.269650532,0.33,21.74583336,715,2206,88.93610429,Other
icr074318,26.4554,-21.7779,Botswana,Paje,2,1,Topsoil,64.6465,1.2,6.97,0.125949209,0.08641087,16.55,20.8708333,380,2351,85.75181081,Other
icr074336,26.4592,-21.7522,Botswana,Paje,3,1,Topsoil,81.356,1.04,7.94,0.153810385,0.095088843,24.54,20.81250028,382,2350,89.4339406,Other
icr074337,26.4592,-21.7522,Botswana,Paje,3,1,Subsoil,47.6285,0.78,8.36,0.184290536,0.116306803,25.88,20.81250028,382,2350,90.55583121,Other
icr074356,26.457,-21.7213,Botswana,Paje,4,1,Topsoil,18.7935,0.54,6.6,0.064988549,0.059399327,2.67,20.65833356,384,2334,91.91050505,Other
icr074376,26.4815,-21.7919,Botswana,Paje,5,1,Topsoil,60.2295,1.35,7.97,0.256242488,0.178811619,27.97,20.97916653,383,2360,89.46153943,Other
icr074377,26.4815,-21.7919,Botswana,Paje,5,1,Subsoil,65.321,1.24,8.13,0.242718133,0.152350659,31.91,20.97916653,383,2360,91.58532143,Other
icr074396,26.4829,-21.7771,Botswana,Paje,6,1,Topsoil,37.3575,0.93,7.55,0.086939553,0.063523528,8.91,20.95833317,380,2357,86.82949856,Other
icr074413,26.4813,-21.7559,Botswana,Paje,7,1,Topsoil,67.5285,1.05,7.93,0.167938187,0.116475071,26.21,20.86666646,380,2355,88.97742364,Grassland
icr074414,26.4813,-21.7559,Botswana,Paje,7,1,Subsoil,75.371,1.23,7.68,0.1812772,0.11892671,21.15,20.86666646,380,2355,87.11212458,Grassland
icr074433,26.4797,-21.7275,Botswana,Paje,8,1,Topsoil,65.2595,0.68,7.87,0.072613851,0.059889405,7.87,20.75000006,382,2339,88.31167939,Other
icr074455,26.5087,-21.7992,Botswana,Paje,9,2,Subsoil,79.6275,1.06,7.47,0.217788769,0.16913329,16.57,20.92083293,380,2351,85.86329373,Other
icr074470,26.5008,-21.7756,Botswana,Paje,10,1,Topsoil,38.1315,0.99,7.62,0.083832898,0.065420908,6.77,20.87499958,380,2347,84.07395055,Other
icr074471,26.5008,-21.7756,Botswana,Paje,10,1,Subsoil,46.1595,0.83,8.1,0.074216506,0.059127742,9.18,20.87499958,380,2347,84.42372617,Other
icr074490,26.5039,-21.749,Botswana,Paje,11,1,Subsoil,41.14,0.96,7.54,0.151128563,0.106609532,14.62,20.77083323,382,2336,75.93138059,Other
icr074509,26.4957,-21.7232,Botswana,Paje,12,1,Topsoil,12.4685,0.44,6.64,0.055896211,0.046712056,1.99,20.69999995,384,2331,91.09301207,Grassland
icr074510,26.4957,-21.7232,Botswana,Paje,12,1,Subsoil,9.058,0.27,6.45,0.089696135,0.065460512,2.26,20.69999995,384,2331,92.22516011,Grassland
icr074529,26.5175,-21.7908,Botswana,Paje,13,1,Topsoil,72.71766667,1.33,6.8,0.182581074,0.138021033,8.88,20.86249979,384,2345,78.3343542,Other
icr074544,26.526,-21.7707,Botswana,Paje,14,1,Topsoil,32.84,1.25,8.07,0.064627693,0.056213397,7.5,20.79583313,382,2333,88.91197588,Other
icr074545,26.526,-21.7707,Botswana,Paje,14,1,Subsoil,38.523,1.38,8.32,0.055504739,0.050337783,8.67,20.79583313,382,2333,89.51164712,Other
icr074561,26.5266,-21.7483,Botswana,Paje,15,1,Subsoil,19.943,0.41,7.9,0.081269227,0.062352966,4.69,20.70833333,382,2332,87.68964327,Other
icr074580,26.5229,-21.731,Botswana,Paje,16,1,Topsoil,18.814,0.55,7.27,0.077332477,0.051710837,2.79,20.67499989,385,2329,76.25780162,Grassland
icr074631,22.0154,-19.4157,Botswana,Gumare,1,1,Topsoil,5.4155,0.31,5.23,0.023614279,0.017637985,0.19,23.17083331,416,2575,83.39630286,Other
icr074671,22.0165,-19.3805,Botswana,Gumare,3,1,Topsoil,11.295,0.35,5.55,0.045489614,0.035270024,1.94,23.14999978,413,2575,81.69547089,Other
icr074672,22.0165,-19.3805,Botswana,Gumare,3,1,Subsoil,12.9795,0.28,5.37,0.046483018,0.044603256,0.83,23.14999978,413,2575,86.20855131,Other
icr074691,22.0128,-19.3495,Botswana,Gumare,4,1,Topsoil,17.313,0.98,7.09,0.049523661,0.030087078,7.32,23.14583319,417,2576,66.81552058,Other
icr074692,22.0128,-19.3495,Botswana,Gumare,4,1,Subsoil,16.869,0.57,7.1,0.056980619,0.034228701,5.13,23.14583319,417,2576,73.46485081,Other
icr074731,22.039,-19.3952,Botswana,Gumare,6,1,Topsoil,8.83,0.29,6.21,0.044331421,0.030588898,2.08,23.19166652,415,2577,81.45108817,Other
icr074732,22.039,-19.3952,Botswana,Gumare,6,1,Subsoil,8.668,0.2,5.92,0.088599787,0.051433724,1.73,23.19166652,415,2577,83.13498178,Other
icr074751,22.0389,-19.3695,Botswana,Gumare,7,1,Topsoil,7.242,0.28,5.59,0.037631883,0.025435849,0.27,23.18749976,414,2576,85.22661674,Other
icr074771,22.0368,-19.341,Botswana,Gumare,8,1,Topsoil,11.216,0.4,6.02,0.056453294,0.039188126,1.62,23.17500011,432,2561,83.70661188,Other
icr074852,22.0571,-19.3513,Botswana,Gumare,12,1,Subsoil,11.707,0.32,6.12,0.043550375,0.030748404,1.57,23.19999989,430,2562,83.02372947,Other
icr074891,22.0855,-19.3945,Botswana,Gumare,14,1,Topsoil,7.4095,0.23,5.14,0.041244443,0.03119337,0.47,23.24999986,414,2581,88.86631666,Other
icr074912,22.0829,-19.3686,Botswana,Gumare,15,1,Subsoil,10.9655,0.3,6.47,0.041983051,0.025248743,2.71,23.22083336,421,2569,80.23326252,Other
icr074932,22.0791,-19.3415,Botswana,Gumare,16,1,Subsoil,10.606,0.29,6.02,0.039393891,0.02780821,1.84,23.22916675,433,2561,83.81955215,Other
icr074983,26.3949,-23.0742,Botswana,Shoshong,1,1,Topsoil,29.4565,0.49,6.5,0.070267266,0.06777867,3.93,20.70416671,409,2309,82.36937185,Grassland
icr074984,26.3949,-23.0742,Botswana,Shoshong,1,1,Subsoil,34.4655,0.5,6.75,0.092793154,0.163708219,5.86,20.70416671,409,2309,83.81158188,Grassland
icr075003,26.389,-23.0591,Botswana,Shoshong,2,1,Topsoil,21.3355,0.41,6.45,0.068869753,0.058801892,2.17,20.67916654,405,2319,82.77727402,Other
icr075004,26.389,-23.0591,Botswana,Shoshong,2,1,Subsoil,24.0255,0.48,6.78,0.065089021,0.082966189,3.33,20.67916654,405,2319,84.59639384,Other
icr075023,26.3959,-23.0258,Botswana,Shoshong,3,1,Topsoil,32.7875,0.42,5.02,0.117461473,0.100489907,1.39,20.56666654,404,2303,90.54091525,Cropland
icr075043,26.3972,-23.0055,Botswana,Shoshong,4,1,Topsoil,17.699,0.37,5.28,0.074224062,0.063031124,0.78,20.32916669,404,2289,88.55535051,Other
icr075064,26.4193,-23.0765,Botswana,Shoshong,5,1,Subsoil,57.232,0.77,7.94,0.155379253,0.113305248,13.68,20.74999986,407,2304,81.36934919,Other
icr075083,26.4171,-23.0578,Botswana,Shoshong,6,1,Topsoil,15.085,0.38,5.28,0.074563992,0.069169775,1.09,20.68333334,408,2309,89.29353885,Cropland
icr075143,26.4356,-23.0707,Botswana,Shoshong,9,1,Topsoil,68.7875,0.97,8.02,0.1761409,0.104930374,17.28,20.74166652,411,2302,85.88819425,Other
icr075144,26.4356,-23.0707,Botswana,Shoshong,9,1,Subsoil,49.228,0.48,8.66,0.199843758,0.111368369,17.13,20.74166652,411,2302,86.88679705,Other
icr075184,26.441,-23.0323,Botswana,Shoshong,11,1,Subsoil,32.255,0.34,6.76,0.105726738,0.101711838,2.84,20.59166666,412,2292,89.56879373,Other
icr075204,26.4425,-23.0063,Botswana,Shoshong,12,1,Subsoil,82.753,0.63,7.92,0.164625866,0.185180992,18.65,20.45833319,417,2278,92.16821418,Other
icr075224,26.7766,-23.0776,Botswana,Shoshong,13,2,Topsoil,29.754,0.78,6.7,0.208364244,0.12830846,5.2,20.93749986,445,2246,78.06526184,Other
icr075225,26.7766,-23.0776,Botswana,Shoshong,13,2,Subsoil,42.472,0.86,7.1,0.110335765,0.141800346,7.93,20.93749986,445,2246,77.20337215,Other
icr075240,26.457,-23.0594,Botswana,Shoshong,14,1,Topsoil,22.941,0.93,5.69,0.138418937,0.195810944,1.53,20.70833325,416,2300,81.77441237,Grassland
icr075241,26.457,-23.0594,Botswana,Shoshong,14,1,Subsoil,26.188,0.39,6.18,0.053719567,0.063299402,1.81,20.70833325,416,2300,88.36694319,Grassland
icr075260,26.4632,-23.0312,Botswana,Shoshong,15,1,Topsoil,15.818,0.34,4.8,0.063810792,0.076411334,0.56,20.67499995,426,2272,89.93325396,Grassland
icr075261,26.4632,-23.0312,Botswana,Shoshong,15,1,Subsoil,13.2215,0.24,5.14,0.04636154,0.047767781,0.4,20.67499995,426,2272,90.99940287,Grassland
icr075280,26.4664,-23.0042,Botswana,Shoshong,16,1,Topsoil,16.3095,0.23,5.43,0.048939115,0.050477085,0.64,20.49583316,411,2281,86.29534614,Other
icr075281,26.4664,-23.0042,Botswana,Shoshong,16,1,Subsoil,25.0345,0.27,5.73,0.071471148,0.085875468,1.47,20.49583316,411,2281,89.70593012,Other
icr075332,31.8363,-17.8653,Zimbabwe,Chiqumbakwe,1,1,Subsoil,79.374,0.85,5.88,0.275964591,0.8659294,9.11,17.76249993,858,1811,94.99549733,Grassland
icr075350,31.8367,-17.8307,Zimbabwe,Chiqumbakwe,2,1,Topsoil,70.208,1.66,5.64,0.348506621,1.393309648,4.45,17.84166656,855,1814,97.07848438,Other
icr075351,31.8367,-17.8307,Zimbabwe,Chiqumbakwe,2,1,Subsoil,85.141,0.66,5.77,0.30206512,1.071252269,3.72,17.84166656,855,1814,98.00728898,Other
icr075410,31.8612,-17.852,Zimbabwe,Chiqumbakwe,5,1,Topsoil,85.495,2.54,5.44,0.220736743,0.986652895,9.79,18.02083343,857,1818,94.83095082,Grassland
icr075411,31.8612,-17.852,Zimbabwe,Chiqumbakwe,5,1,Subsoil,89.605,1.22,5.95,0.248827249,0.598884566,9.42,18.02083343,857,1818,95.84674143,Grassland
icr075431,31.8576,-17.8328,Zimbabwe,Chiqumbakwe,6,1,Subsoil,53.781,1.04,6.53,0.079564899,0.195604631,9.23,17.73333335,854,1804,91.34260085,Grassland
icr075676,26.093142,-15.897394,Zambia,Musungwa,1,1,Topsoil,12.672,0.37,5.74,0.032748529,0.027599299,0.48,21.54166667,801,2159,90.12687206,Cropland
icr075677,26.093142,-15.897394,Zambia,Musungwa,1,1,Subsoil,19.069,0.26,6.17,0.044232448,0.036227785,0.59,21.54166667,801,2159,91.54869589,Cropland
icr075696,26.098539,-15.867407,Zambia,Musungwa,2,1,Topsoil,14.099,0.56,6.17,0.017630179,0.02812542,1.52,21.54999975,784,2163,77.60062382,Grassland
icr075697,26.098539,-15.867407,Zambia,Musungwa,2,1,Subsoil,15.035,0.28,7.58,0.032107715,0.035146852,2.13,21.54999975,784,2163,78.86814933,Grassland
icr075717,26.095875,-15.85138333,Zambia,Musungwa,3,1,Subsoil,10.884,0.33,6.18,0.014052728,0.020548039,1.09,21.41249986,786,2152,85.39771221,Grassland
icr075736,26.095398,-15.827109,Zambia,Musungwa,4,2,Topsoil,65.003,6.3,5.46,0.281614333,0.268865024,28.38,21.26249985,788,2140,84.86762642,Grassland
icr075757,26.115347,-15.896971,Zambia,Musungwa,5,1,Subsoil,26.164,0.22,9.38,0.420848508,0.18040654,2.32,21.59583334,800,2162,84.65331892,Grassland
icr075796,26.111965,-15.857948,Zambia,Musungwa,7,1,Topsoil,45.269,1.45,6.27,0.127746892,0.172688699,17.39,21.37916652,782,2146,85.93361964,Grassland
icr075837,26.142028,-15.896332,Zambia,Musungwa,9,1,Subsoil,56.947,0.61,5.91,0.114262766,0.10938725,3.67,21.57499995,791,2164,89.80806265,Grassland
icr075756,26.115347,-15.896971,Zambia,Musungwa,5,1,Topsoil,10.994,0.41,8.73,0.044240948,0.050138883,1.78,21.59583334,800,2162,78.64863146,Grassland
icr075876,26.140195,-15.84979333,Zambia,Musungwa,11,1,Topsoil,59.885,4.09,5.36,0.201008129,0.309721864,20.44,21.25833305,782,2139,87.09686608,Grassland
icr075897,26.13990833,-15.83095833,Zambia,Musungwa,12,1,Subsoil,76.132,1.43,5.92,0.120847201,0.212951576,15.66,21.15416652,786,2135,87.56573733,Grassland
icr075916,26.166365,-15.89698167,Zambia,Musungwa,13,1,Topsoil,34.036,0.97,5.63,0.131537249,0.156716338,4.31,21.56666668,786,2164,92.01392444,Grassland
icr075917,26.166365,-15.89698167,Zambia,Musungwa,13,1,Subsoil,58.515,0.74,5.83,0.162016306,0.147653811,5.76,21.56666668,786,2164,91.41635324,Grassland
icr076350,46.63942,-19.021439,Madagascar,Analavory,1,3,Subsoil,49.134,0.64,5.03,0.202400075,0.975087725,1.58,21.42083319,1440,1774,94.26088734,Grassland
icr076352,46.642034,-19.028078,Madagascar,Analavory,1,4,Subsoil,21.547,0.34,5.63,0.200094164,1.038276827,1.46,20.82499993,1505,1727,93.59708357,Grassland
icr076353,46.640183,-19.025532,Madagascar,Analavory,1,5,Topsoil,25.204,0.4,6.16,0.249623489,1.375819678,2.79,21.05833324,1472,1744,91.91655191,Cropland
icr076354,46.640183,-19.025532,Madagascar,Analavory,1,5,Subsoil,30.016,0.35,5.91,0.284310424,1.528938029,3.16,21.05833324,1472,1744,91.79947256,Cropland
icr076355,46.635424,-19.021375,Madagascar,Analavory,1,7,Topsoil,50.269,2.13,5.68,0.42568484,1.023800979,6.79,21.42083319,1440,1774,90.19880823,Cropland
icr076357,46.640384,-19.023296,Madagascar,Analavory,1,8,Topsoil,36.38,1.04,5.84,0.302541357,2.255040691,4.14,21.42083319,1440,1774,92.06051009,Cropland
icr076358,46.640384,-19.023296,Madagascar,Analavory,1,8,Subsoil,29.315,0.6,5.99,0.354030221,2.128151118,4.67,21.42083319,1440,1774,92.60921888,Cropland
icr076362,46.634228,-19.02658,Madagascar,Analavory,1,11,Topsoil,22.617,0.41,5.53,0.110382711,0.261180182,2.34,21.05833324,1472,1744,87.36766353,Cropland
icr076363,46.634228,-19.02658,Madagascar,Analavory,1,11,Subsoil,14.707,0.27,5.67,0.074911888,0.14374708,3.07,21.05833324,1472,1744,80.80509613,Cropland
icr076365,46.629129,-19.006766,Madagascar,Analavory,2,1,Subsoil,76.121,0.97,5.25,0.490692992,1.868262676,5.55,21.29583327,1458,1772,92.41434008,Other
icr076366,46.630174,-19.007091,Madagascar,Analavory,2,2,Topsoil,48.351,1.64,4.98,0.387765986,1.329900045,3.43,21.29583327,1458,1772,87.44242146,Cropland
icr076368,46.631578,-19.002333,Madagascar,Analavory,2,3,Topsoil,25.216,0.68,5.5,0.080259053,0.141613865,3.33,21.29583327,1458,1772,86.04482167,Other
icr076371,46.628788,-19.001713,Madagascar,Analavory,2,4,Subsoil,68.478,0.77,5.2,1.0289041,3.772973821,0.99,21.29583327,1458,1772,98.77304836,Cropland
icr076375,46.629493,-19.003005,Madagascar,Analavory,2,6,Subsoil,24.209,0.65,4.98,0.276423456,0.382775546,1.8,21.29583327,1458,1772,78.52991063,Other
icr076377,46.627043,-19.005706,Madagascar,Analavory,2,7,Subsoil,31.011,0.64,4.89,0.303977933,1.192599667,0.8,21.29583327,1458,1772,82.89073003,Cropland
icr076383,46.627731,-19.005048,Madagascar,Analavory,2,10,Subsoil,29.876,0.68,5.47,0.281066235,1.18466405,3.31,21.29583327,1458,1772,82.45936844,Other
icr076386,46.634883,-18.980252,Madagascar,Analavory,3,2,Topsoil,47.259,1.98,6.14,1.25287986,2.618851048,8.82,21.01666677,1511,1757,89.64293406,Other
icr076387,46.634883,-18.980252,Madagascar,Analavory,3,2,Subsoil,45.503,1.07,6.32,0.815031819,1.974605974,7.68,21.01666677,1511,1757,90.75138073,Other
icr076392,46.637036,-18.979019,Madagascar,Analavory,3,5,Topsoil,88.578,2.13,5.8,0.72985009,2.445675564,6.8,21.01666677,1511,1757,96.60478249,Cropland
icr076399,46.63291,-18.978941,Madagascar,Analavory,3,8,Subsoil,88.189,1.52,5.46,0.615187138,2.512670948,4.31,21.24999988,1481,1772,96.86169442,Cropland
icr076400,46.633892,-18.978562,Madagascar,Analavory,3,9,Topsoil,86.869,1,5.23,0.601636223,2.878171501,4.26,21.01666677,1511,1757,97.19403908,Cropland
